slab_number,energy
58,0.0
54,0.0
33,0.2411250430034702
63,10.482031928426295
50,0.002500203816363171
55,0.009775996436555155
54,0.0
58,0.0
47,0.009663904590076267
28,0.0
47,0.15873302520947677
30,0.0
18,0.0
27,8.6594728344935
46,10.964082738973957
46,-1.6163815450077599
60,0.11256817599791126
25,9.169066840186133
64,10.182446843362413
25,0.0
64,0.0
21,0.0
29,0.012151747425037968
64,0.0009805041207989057
29,0.0
40,0.0
35,0.0
42,0.0
39,0.0
26,0.07356972130708996
40,1.8793719208915718
40,0.0
23,8.694629409023037
30,8.378521275306412
28,0.0
35,1.1943233590346325
30,0.0
23,0.0
22,0.0
55,10.212792659509432
55,-0.1082027355911236
59,0.3912716990278031
63,0.19488511060382452
52,8.731811128673144
59,9.253940309339669
36,0.21804949382821515
25,0.03529738145129363
20,0.09452538984893938
63,0.12763341563635514
62,0.002399487697185926
63,0.0006115134704853947
51,0.0028805573438225873
46,0.0
18,10.189838412220716
18,-0.04540505262872269
18,-0.9820982114303042
18,-0.11447602092173151
19,0.0
30,0.0
19,0.0
30,0.0
38,0.02217952654339038
42,0.0
42,0.0
26,0.0
26,0.00017168493141068997
34,0.027170314014284852
20,0.006046860353351793
57,7.6610946240252815
37,9.461962243985909
37,9.982488803889282
56,11.80565365995426
37,0.09819003481029681
25,0.0
28,10.600139387999661
27,9.051952789479401
34,10.396415187628008
34,0.012656007076308616
28,0.0
39,0.0
46,0.0
49,0.0022573737975071506
55,0.033244934436463675
61,9.388701860083529
49,0.0
24,1.7568458789160382
55,10.189495737948164
55,7.718758275068467
60,8.492600889061578
60,22.54041386678144
60,-13.781285709731666
29,0.0
35,16.128880755284627
35,-0.04429715948741882
24,11.59523863960203
59,13.106356353317096
57,9.579401167155083
55,0.014952592835173195
54,0.46624088799085844
42,0.1285134825544674
23,0.0
61,0.15632544609292204
34,11.436891320729046
38,16.249040922953384
38,5.620426470171973
22,0.03588223348142483
38,-1.7736457813536415
26,0.5937920540126091
38,-3.919742224334426
26,0.0
38,-0.0442184799101412
38,-0.01495766391977477
38,-0.09569862692716474
26,0.0
63,0.3532217000395618
38,1.2406761726900246
26,0.0
38,0.0
27,0.0
36,12.186548070218123
37,8.576297859324018
21,0.0
36,0.0
20,0.4322609493424209
30,0.027350449268507035
26,0.0
22,0.1017451880310974
18,0.0037724695417242285
63,0.0
39,0.0
36,8.75693501911519
55,10.282590547514701
24,11.971742198489665
28,0.0
59,0.0
55,0.0
20,0.03226867725493146
63,0.05679413289250898
20,0.004347618287944069
43,0.006834114254406047
20,0.0
53,0.46461425033350257
49,10.27962814127386
49,-1.0708515458938141
49,0.13454566954740788
29,10.838269753261557
48,11.721005466497445
40,11.41389110896398
44,7.977788934205819
27,6.966605475276083
19,0.0
53,11.138862062718545
53,-0.09163770509708233
24,0.0
44,0.4678228634784318
48,7.893992632187292
40,4.045878747476334
44,1.4360510453693522
60,5.265826662999937
64,0.5236447237379106
44,0.018548336900601023
48,0.0
29,11.695438917893625
36,24.27951094013406
24,8.365834723059379
31,8.812034941132879
42,9.818085368562606
36,-4.755573574802445
36,-0.865662901062038
51,0.0
36,-2.7992612419061276
47,0.0
62,0.0
36,-2.946297969074561
24,0.0
47,0.0
54,0.0
29,0.0
24,0.0
35,0.0
30,0.0
30,0.0
57,9.979568897462741
61,11.762932002682646
61,0.0
61,0.0
61,0.04663479139839716
61,0.0
61,0.714516883291934
56,0.2115069964017278
45,0.10886387819167884
61,0.001192146067201888
61,0.0
61,0.0
61,0.0
61,0.0
61,0.08910637435965069
61,0.02064098793645853
45,0.0
61,0.0
57,8.631668028036074
43,0.04794245725064078
40,0.015625697257580673
51,0.0
63,0.0
56,0.01876689717292332
36,0.7282846042726305
48,48.77566414069952
48,-23.409838721014186
28,0.08660445558754552
53,8.33804171315039e-05
49,0.010287665217507659
61,0.01417930016594944
24,4.784064445029799
55,9.050074488652172
21,12.277411249493525
52,11.005617437651381
21,13.125280806605092
21,2.861550839732749
21,-0.2985121214987673
44,0.01203869608124769
21,-0.07073689367311199
21,-0.21010691671825496
44,0.06840145946918058
21,-0.1086295483240745
48,0.0035677687964240645
21,0.0
64,0.0
21,0.0
25,0.0
21,0.14476296449228554
21,0.0
52,0.0
21,0.4280055013979991
21,0.0
52,0.0
21,0.0
52,74.90449718739751
52,-39.07939430247269
52,-0.019358702524933814
52,-0.01294918210529632
52,-2.4798376223780956
36,0.0
24,0.0
51,0.0
21,0.0
52,0.0
21,0.0
52,-0.035254922809598306
52,-0.06384355238342311
21,-5.956491548323188
52,0.0
21,0.06290234748072071
56,0.0
21,0.0
52,0.0
21,0.0
52,0.0
21,0.03480912762692827
21,0.0
52,0.0
21,0.5521245674961321
21,0.0
52,0.3600471033672924
37,0.0
52,0.0
21,0.0
52,0.0
60,0.0
33,0.03561252540433624
21,0.0
52,0.0
21,17.1387230558895
52,287.06461002336175
52,-274.5139892913102
52,1.884142703905062
63,0.06710344962155579
21,-5.239316711503288
52,0.0
21,0.0
52,0.0
21,0.0
21,0.0
52,0.0
21,0.0
52,0.0
21,0.0
52,0.0
21,0.0
52,0.0
36,0.0
51,0.3873041587381071
51,0.0
36,0.030195182695461648
21,0.5844888419895877
48,9.985619140587678
32,20.855308583006263
32,-0.9079591229381343
32,-1.5517506253144244
20,0.036786672584233515
39,0.0
53,7.393723588374087
37,8.868203845173412
41,0.1829773962773268
41,0.0
24,7.789576712715416
35,9.24757870442727
54,7.200856283954067
28,7.752488117926987
51,8.695757894030976
62,18.622099126187095
62,-2.9216006526474816
39,10.417329990421422
28,9.681337117930525
51,12.629474028093682
51,-0.7093953406018652
51,0.4752395024849051
40,0.011066892842699336
49,10.710643811798946
19,8.519419039621425
18,9.206643190598697
22,0.11810194693460174
26,0.0
23,0.004050600371404645
27,0.028435658803216718
39,0.015081457093509443
40,0.00429063817879944
20,0.0351059793663837
57,11.21211113087702
57,0.010377789529976561
56,0.0
45,0.0319689405321224
57,10.715435726326177
26,7.391394181404394
38,0.0
22,6.239889693216128
22,0.010863566221749513
40,0.049595211862796355
38,0.02858689362399519
20,0.0
65,10.137343674992735
65,-1.4018674899821946
65,-0.12608813618610124
28,0.06682221321884357
28,0.024667534873530947
53,0.0
33,0.0
35,0.008958638519063228
65,9.456911299428612
65,8.339854993775845
65,-0.7026950131929394
65,0.5044238903662898
65,0.0
65,0.0
65,0.0
61,0.0
56,0.03385827798323432
65,0.0
60,10.953258561645953
63,0.028281243195802705
40,0.05022988090571729
55,0.11142069449030031
36,0.06107549021541181
63,0.011402093214990111
63,0.0725914716126527
31,0.0
58,0.0
54,0.007201775887009293
55,0.10750533701191763
54,0.0
39,1.245498047802464
35,7.909820976316041
42,7.561477560389903
27,8.0368522026547
34,18.85626257948752
34,-0.02597172387028628
57,13.659209100523963
57,-0.38499535883086566
57,0.0
45,8.684597695319098
45,0.0
56,0.12968375353281625
29,0.022632411523213464
32,8.290624185829074
20,6.897598428049605
43,8.560112860772279
54,6.6210708773851366
61,0.0
49,0.01330672464440913
53,0.023259027076926064
31,8.528831022958002
46,8.3283392733465
30,0.986575430873927
22,0.15339946105768953
23,7.376019871716494
46,8.900829358996248
18,0.0
18,0.0
22,0.032799677493750304
22,0.0782344062691851
22,0.014048692896763595
26,0.42354386549378376
31,0.0
26,0.08665753900297016
22,0.09798430805754592
19,0.014188029430365678
58,0.0
62,0.011705824848545189
21,0.11802554433454414
19,11.866414341988275
54,11.465971666679252
39,0.01662474256695326
27,0.0
32,0.0
55,0.013014813607931726
29,0.0038241691045777793
52,0.0
45,0.0
22,8.203432126273128
47,8.711691261005399
52,20.299399865412852
52,-2.6288758731775568
52,2.2836548607890803
52,-0.04557912895319823
52,-0.7873465234058111
52,0.0
52,0.35585070451405176
59,0.21998891411815294
60,0.0
45,0.0
25,0.6132826390856032
44,0.0
25,-0.6200123732040822
52,14.430317553997156
36,0.07359587054547129
32,13.953908890350249
35,12.965726888099198
38,15.873118620572313
26,12.88490535971414
38,-1.6234097620355619
18,0.0
38,-0.8908249537608356
26,0.10205810834153906
19,12.664168298186269
34,7.78773656447629
19,-2.292728347771716
19,2.242158369928324
37,0.08012808070495142
41,0.0
61,7.590472417359706
40,11.463504859091472
47,0.0
32,8.862014148719027
59,16.34852045869775
59,-0.17357214235711996
28,0.0
22,11.579604004858993
22,-3.866056143956503
53,7.786544838221744
29,0.0
62,0.0
60,0.005484271148720049
65,0.0
30,0.028226804114337443
22,0.0
26,0.03932271522441097
30,0.0
30,0.0
27,0.018357136287750347
24,0.0
28,0.0
40,0.0
34,0.0
42,0.0
24,0.0
28,0.0
35,0.016218155004116483
31,0.0
19,0.024131665843302647
30,9.076689283265303
30,-0.13877679722046624
30,-0.07272807051775967
23,0.0
46,5.177708740012385
46,-3.9810292596605854
19,0.0
58,0.0
58,0.0
47,0.0
40,0.0
43,0.0
55,0.0
24,-0.51099891
22,0.02598012558550744
24,-0.51099891
19,0.0029428346870431638
30,8.834738582841965
27,0.0
46,0.0
24,0.005163295516299737
65,10.046569576108595
65,0.3271346084031448
49,0.039440707660527624
37,0.003932451159116189
52,0.0
65,0.0
61,0.7874559273073178
65,0.0
65,0.0
65,0.0
65,0.0
53,0.0
40,0.0
39,0.0
27,0.0
65,0.0
40,12.450584011210594
40,0.14961994477610477
40,0.0
59,0.0
20,0.0
20,0.029792280408051208
25,0.016590867802354824
30,0.028574013036434073
23,0.0
27,0.0
30,0.007735493070659238
42,0.0
62,0.0
24,7.881617917766562
35,6.875061288290453
62,7.793463149533636
44,10.01943826083334
45,7.635405377708594
40,0.008664123155895716
36,0.0
51,0.03579633561108925
27,0.023470246186354418
46,0.004860337315400004
21,0.0
56,0.056805287650995434
32,0.0
55,0.0
43,0.5808916217913765
21,0.020682977901563815
56,8.428320589169743
47,0.0
20,0.0
32,0.004112877325448919
44,0.032198831257247
27,8.003700786041009
50,7.083956146227138
27,10.030422729358179
26,13.508697858642336
19,7.641399327872932
53,9.89116369554722
37,8.807889418465493
56,8.779878223744163
41,0.0
44,0.0
41,0.0
40,0.018344465726004844
55,0.0
41,0.0
37,5.5131363672033835
37,-5.0897749529548015
53,0.0
37,0.0
33,0.0
53,0.0
37,0.0
56,0.0
49,0.011809581093262689
62,0.1612652681626509
47,0.4064972132642826
27,22.059866887568205
42,8.665366105262365
27,-10.10942147263239
27,9.751126745442177
24,8.064787406461619
31,8.764035396905456
37,8.057809696070763
25,8.244025604395574
32,8.904174429877457
36,0.04043981966544578
28,7.319522020929071
22,7.779912221649283
30,12.537764761603746
30,-5.586849037523026
22,0.0
50,10.609454181292676
21,0.010100008547438075
57,0.016068952555573682
27,0.0
52,12.445279724073771
41,11.18035029785915
53,0.28765935720502966
18,8.681286078834091
18,0.0
26,0.0009644928121418858
29,7.146025623878813
56,0.0
44,0.01848988904510957
61,0.469234121384261
57,4.494425862393655
57,-1.652492081928064
57,-0.9007929210608745
57,0.054913472132500196
32,6.696482921441107
32,0.0
55,0.0
32,0.0
55,0.0
36,0.0
51,0.0
28,0.015503891043067264
64,0.04166330275988217
60,0.4161935835734645
53,0.13856344232390783
65,0.0
65,0.0
25,0.057136460362081254
64,0.0
23,0.003676458658405324
59,0.0
19,9.421141208795234
24,8.55207215082919
43,9.838767164026649
36,9.617335899038153
63,7.898611278662429
55,9.009800619900489
23,9.006779989940696
42,10.157173142564716
41,7.856068950972258
48,7.746905656702438
19,0.0
29,0.03330818019668391
41,0.1394056731965495
29,0.026661807982179486
33,6.803855230715271
21,7.473616817409493
56,7.716865665819569
26,7.029454067640472
52,0.45459322723874257
41,0.03618624319531845
21,0.011617876045029202
63,0.12065311606102715
44,0.0
56,0.019978723373739682
56,0.0
41,0.01557402056037293
56,0.015416078275025669
29,0.0
40,0.03180547832927752
33,0.012176930227371097
43,0.507654231649864
31,0.0
52,0.020009318559259706
65,0.0
51,0.12837209923531062
58,0.0
46,0.0
46,0.0
27,0.0
49,0.0
45,0.0
35,0.022687146180461512
61,0.0
36,0.0
32,0.21570865197825723
59,0.0011361745442084459
35,0.3296641344423511
51,0.05939722234882147
47,0.0
46,0.2640040463918307
23,0.0
41,9.232664637022026
56,8.037158657588861
44,8.736758589424426
49,9.659897671573844
61,10.685753848417335
20,12.911014789231558
41,8.475809425753596
29,0.008355383586604148
46,0.0
46,0.13736215992814138
42,0.0
43,0.0
48,0.023123333705036553
42,0.0284378881650343
46,0.0
60,11.839428855955703
61,0.04119661757163168
57,7.4569218364486005
36,12.253916911346096
36,-0.757127195512467
36,10.22646449940089
36,-0.04096990004169038
59,0.0
36,0.0021729089939981697
36,0.0
20,0.0
36,7.832762052707542
43,0.022658672957168058
54,0.0
54,0.0
43,0.08427159852927232
47,0.0
36,-4.621167252417678
36,0.041908030751632686
36,0.13107012748582808
47,0.0
24,20.527624418199593
24,-9.004834923145106
40,0.0043967238431143404
57,8.688914100525835
65,43.95478178090525
65,-0.10699649570030512
65,-24.84945354996066
56,0.027675914311155486
65,25.226668807501824
65,-14.29947814943403
65,0.0
61,0.0
65,0.0
61,0.0
65,0.0
61,0.0
60,0.015522504084747937
59,0.03239902504730933
65,0.0
65,0.0
53,0.0
56,0.0
45,0.04109357311870533
57,0.009080778020721048
23,7.319046665468704
34,9.46563289243204
26,0.0009612973400915104
26,0.0
38,0.0
34,0.0
19,0.0
34,0.0
19,0.0
34,0.023695678670564407
35,1.2875694917437772
28,0.015814203967337445
19,0.0069296642950403
42,0.05054038929380715
30,0.0341065201443463
65,7.996662169276533
65,0.0
22,0.4390769935862602
28,0.22224732330623356
51,0.03932560195698767
42,0.0
48,0.05187345831539812
41,0.06994368174843292
56,4.510791742234692
64,0.0
60,0.0
24,0.0
19,9.663970283729213
23,0.0
54,0.10558210617087954
33,7.570747948346252
44,20.965010879488545
55,9.51593172041612
44,-1.39572847067471
47,0.12605201541069322
65,7.312571848149673
52,0.7729147147401818
35,12.391332884806616
34,12.833887814271293
30,0.018669960480815935
34,0.0
30,0.007565437619986876
35,-1.221938467189277
52,0.30738932185002543
59,0.03469038222869553
54,7.93107428476651
54,0.013028695718811573
63,0.11627043510622853
34,0.0
30,0.0
20,0.018162902764473285
59,0.0
38,0.0
59,0.2732029947300108
47,0.12285347568137425
59,0.06226869707392628
44,0.0013982104769739573
33,0.015191401782140769
23,0.0
22,0.057594509632728746
26,0.014996462378100504
20,0.0010755190774356521
30,0.0
25,0.0
37,0.0
29,0.0010811601984037356
40,0.048875788432492455
41,0.0035542747425087173
23,0.004129917261204347
57,0.0
57,0.0
57,0.0
57,0.0
57,0.0
57,0.026137498579572538
64,12.842391323410993
45,8.764095917596023
49,0.0032712457703060194
43,0.0
34,0.0
22,0.14246119371273502
34,0.0
38,0.0
32,1.0858344508791393
25,3.3169853787403554
36,0.007981853432819208
42,0.01936815837468152
52,0.17663222740552909
55,0.0
24,0.005516402925142994
51,0.0
43,0.0
54,0.0368739162986052
32,0.0
55,0.0
21,18.12952658418544
21,-0.02997732118094914
44,0.013211529089097292
32,0.00972846817181413
44,0.010398146444048725
21,0.0
21,0.025199322663158608
21,15.115372450358805
21,-9.376699368225923
21,-0.05991106704712845
29,0.02024698172117402
21,0.0
21,0.0
21,1.2096279961387961
21,13.797821484570488
21,-9.30673995656352
21,0.06115699811629863
32,0.008158391237542556
21,0.0
25,0.032373593031712666
21,0.0
25,0.0
48,0.03337739196446104
53,0.0022886314074551453
41,0.0048881527634052
36,0.011845226325950559
24,0.0
27,8.76992101293581
50,8.32527827191916
21,11.282926855361438
56,10.22602869491675
21,0.0
48,0.0
53,0.05761873332500857
21,0.0
44,0.0
21,0.0
56,0.0
21,0.9157718211518424
21,-0.9217724620828827
33,7.992883710444403
48,7.461826031857527
47,10.862544487674313
58,8.402627525000753
58,-0.7899011937015341
21,10.157697089147405
36,4.071959717583923
47,8.742814448255558
58,8.427308705014184
27,0.05477688911354592
52,7.988212032141746
52,37.30842509577276
52,-0.022157302289083972
52,-28.205687869339396
52,0.0
52,0.0
52,0.0
40,0.007966606618748012
52,0.35050184047919475
52,0.5142353116301901
44,0.0
52,0.0
48,0.0
52,9.979947659571877
52,2.979147897376203
52,0.0
52,0.0
33,9.416237450877816
36,8.599735185744066
47,8.773810959290131
46,11.128900291972968
46,-0.09052896833065936
47,-0.05421050021584773
25,0.015263921121362364
48,0.0
59,1.0947098857655435e-05
35,0.0646649088733825
47,0.0
62,0.0
27,17.535816332674585
26,8.993353035359178
27,1.1294361062624958
22,9.641127084207255
18,0.0
18,0.0
23,0.0
50,0.0
25,17.048187962129305
44,8.735744295490804
25,-1.554915152278118
25,-4.114825574429961
40,6.869822432849105
65,0.25262396857227803
24,0.02908878434784848
57,0.4902213800287427
61,17.81840218070829
61,-4.4771678748233
20,7.639546316446285
20,0.0
20,8.373618605563934
43,9.114272725073988
18,8.22891006809914
41,9.298158050544771
41,0.0
20,0.0
43,0.08885656421239566
64,0.043063950382893595
40,0.002656861477741329
24,0.0
39,0.01652339892429114
20,0.0
47,0.0
50,0.042962175225308444
57,0.0
52,8.589318923826795
59,8.980769759131363
26,0.0
51,0.0
19,0.0
57,18.413916770730793
57,-3.2410853151875685
57,-0.45823174796349747
19,9.429107187104819
54,10.018278097086295
43,0.0
45,8.945395826012827
56,8.275048586539924
40,0.0
36,0.012211439366601837
25,0.0
20,0.036833056311910486
26,0.0
38,0.022271995970499628
35,0.02157110268737096
62,0.015392098907049123
24,0.0
23,0.0
38,0.0
25,13.024032127750615
25,9.314344782981165
44,0.0
50,0.018592458801028833
56,0.0046765948130261525
60,0.0
63,0.036164493560745
36,0.021103692517421585
45,0.0
45,0.0
49,0.025886726547345168
45,0.015629803482681018
64,0.0
41,9.95601145749447
41,0.0
48,0.0
55,0.0
28,9.590959724082495
63,18.105715633973887
63,-1.9475537580531035
59,0.0
55,0.02444128135336423
37,10.739405568543589
41,0.0
41,8.8166120039823
60,7.741629928757902
41,-0.08798734931655175
27,8.229641247926338
50,10.28737188883315
63,9.281771855188708
59,0.0
60,0.012878805097694984
40,0.000239043264862418
55,0.009453566932365251
43,0.014713646395708047
55,0.006849469471856155
40,3.198948338473561
63,0.0
39,0.005806719964991658
63,0.0
43,0.0
20,0.0
19,0.001236106107607271
40,0.2817316498249268
63,0.0
59,0.0
29,0.025289104311570887
33,0.0
30,11.753122637914203
30,-1.003132588453846
18,0.0019632232750269353
42,0.0
22,0.019695310748841947
26,0.03794066916090559
29,11.054031575167755
29,9.22764204881696
48,8.103459803580222
42,0.0
46,0.0
54,0.0
37,7.566041422548551
64,17.027163904429017
57,0.0
37,0.0
64,0.0
21,0.013545315312258902
41,7.923291701328708
41,0.03018117619957389
53,0.009583699965421709
41,0.001207471763711089
41,0.0
56,0.05176669562159074
47,0.003430867182695689
41,0.0
64,0.0
53,0.21593947615922374
41,0.051095124087792335
41,0.0
46,9.54463281090284
43,0.19220882396386607
46,0.0
50,0.0
58,0.0
27,0.0
38,3.102233196967155
26,0.0
40,9.042656582878408
47,8.658739233647793
54,9.023827984725358
52,0.07827363367155071
44,0.0
40,0.008184648098527383
35,0.0
39,0.0
35,12.722417276672786
58,0.6043068567087175
25,10.163480062023154
52,8.994125216442626
36,0.0
59,0.0
23,9.960554983615566
20,8.255905691281441
24,7.847076718676362
35,20.745607153947276
46,7.917437182804861
35,-7.36351998527935
35,6.995636688555705
35,-0.1073772118466732
42,0.0
32,0.0
28,0.0
31,0.0
54,0.0
31,0.0
42,0.0
27,0.04530105402387863
61,0.04459371849975592
57,7.598491231251501
34,8.154766261846817
24,8.611156108127034
39,8.093222920066182
28,20.652943201300186
28,-20.520143683653988
34,0.024474408171286717
36,0.0
59,0.0
23,0.0
34,0.0
60,0.00973888982418851
64,0.04139774077281082
60,0.014888677044704694
64,0.007026262082648567
60,0.0
33,0.0
23,7.891698504980013
38,8.684052137978142
47,0.0
22,0.0
23,11.287592543528785
62,0.0
23,-0.02101938960747961
23,0.0
50,0.0
46,0.0
19,0.03847305034458609
22,0.002738506309742296
26,0.0
23,0.0
50,0.0
23,0.0
50,0.0
23,0.0
38,0.0
28,0.0
23,0.0
46,0.15070509431215467
38,0.06260635299076456
38,-5.17536651328783
39,9.543633622372704
35,0.0
62,0.007081873682440086
32,0.7232802032191099
47,0.0
47,0.04406854057833631
23,0.0
50,0.0
23,0.0
50,0.0
50,0.0
46,0.0
31,0.13603476930459496
55,0.02920762127819699
46,0.006923642645009186
42,0.0026523892981166683
23,0.0
38,0.0
23,0.0
38,0.0
23,0.0
34,0.0
23,0.02009830329123173
23,0.0
34,0.0
35,0.0
20,0.0
23,0.0
38,0.0
27,24.247861522286712
27,-7.201395354180924
57,8.415218853162514
45,8.49798371786892
28,8.861765661233221
47,12.515897149671218
47,-0.0756468502616119
25,9.497592416143561
21,0.03568483283088256
32,0.005529944187050259
63,0.0
44,0.043796124498839545
45,11.821461941006419
45,0.060489576147572985
49,0.0
60,0.0
45,0.0
45,0.0648631281648747
57,0.0
61,0.0
45,0.015150786917446035
45,0.0
45,0.06731887015281589
57,0.015792853346378873
45,0.0
57,0.0
55,-0.51099891
32,0.0
55,-0.51099891
61,0.012784376183684346
45,0.0
61,0.0
45,0.0
49,0.010948875101193287
45,0.10130055261360099
53,0.14478004340825254
33,0.023082756876383267
44,0.0
55,0.026660235200056358
45,0.004660704607726024
45,0.0
56,0.0
45,0.032855701062875185
45,0.0
60,0.0
63,0.0
29,3.4834545551073095
44,0.012986863868973894
56,0.0
33,0.0028952465554267642
39,0.0
39,0.017849232460296335
28,0.014714496286073797
27,0.06895640865581512
62,0.0
46,0.21709075272935602
34,0.20202253699450612
23,0.010506329342006751
32,0.0
57,0.001271679792486352
40,0.025974380418651966
48,0.08334946081690128
29,0.03959602243366152
40,0.0017030128164557262
41,0.02054650204265976
53,0.0
49,0.050327524907880186
43,0.013308058985526186
39,0.0
50,0.0
52,0.13253569670701448
